,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)"
f1,"(0.011764705882352941, 0.023529411764705882)","(0.006779661016949154, 0.01355932203389831)","(0.003669724770642202, 0.007339449541284405)","(0.0019138755980861242, 0.003827751196172249)"
ndcg,"(0.012703655096025186, 0.025407310192050375)","(0.012703655096025186, 0.025407310192050375)","(0.012703655096025186, 0.025407310192050375)","(0.012703655096025186, 0.025407310192050375)"
