,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.02993325909419153)","(0.032, 0.027129319932501072)","(0.022, 0.017204650534085254)","(0.012, 0.007483314773547883)"
recall,"(0.0582820688083846, 0.037137433646533845)","(0.07646388699020278, 0.06235334950695024)","(0.10560492139439508, 0.08019914195496726)","(0.11736962727674802, 0.06708736027328807)"
f1,"(0.05259439912538895, 0.03303762543924384)","(0.04508403075457576, 0.03776362031705481)","(0.03639483160829702, 0.028298146389739317)","(0.02176164328954743, 0.013462970802500885)"
ndcg,"(0.049234553246357185, 0.037459208196515804)","(0.05893113214052563, 0.05448588742665891)","(0.07133812743280141, 0.06063036608970087)","(0.07495399692097549, 0.056678396449949965)"
