,Top 25,Top 50,Top 100,Top 200
precision,"(0.136, 0.054258639865002144)","(0.124, 0.0233238075793812)","(0.078, 0.009797958971132713)","(0.049, 0.006633249580710799)"
recall,"(0.028148000733404167, 0.011352650499097061)","(0.05127948279062564, 0.0098059540944037)","(0.06445228716189669, 0.007917434131333055)","(0.08106867464528406, 0.011642195405672183)"
f1,"(0.04664055958340323, 0.018773916092309946)","(0.07255081487011192, 0.013798532298011049)","(0.07057735567741158, 0.008737845128635348)","(0.06107709475125469, 0.008442147029203616)"
ndcg,"(0.20104435715056504, 0.07519993998627612)","(0.16811977879362253, 0.037630633150304876)","(0.1156733399236004, 0.019972237041825405)","(0.11098234923189199, 0.017712656524602417)"
