,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.012, 0.009797958971132711)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.10666666666666666, 0.0879393730551528)","(0.13999999999999999, 0.12719189352225943)","(0.13999999999999999, 0.12719189352225943)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.021558441558441558, 0.017603990715779994)","(0.015130278526504943, 0.014129246476465877)","(0.007776462230641723, 0.0072679098792316505)"
ndcg,"(0.03374483871734263, 0.0426267775390684)","(0.04584893525729517, 0.03982684025176367)","(0.055898218957443145, 0.05564102235056343)","(0.055898218957443145, 0.05564102235056343)"
