,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.02, 0.03098386676965934)","(0.014000000000000002, 0.013564659966250536)","(0.009, 0.007348469228349534)"
recall,"(0.019523809523809523, 0.023923536546819942)","(0.049523809523809526, 0.07746552155300097)","(0.06813852813852814, 0.06839147316785132)","(0.08632034632034633, 0.07193632986229095)"
f1,"(0.017584541062801932, 0.021538743641496074)","(0.028490945674044265, 0.04426295949726445)","(0.023223592105857383, 0.022640335767264035)","(0.01629804218039512, 0.013329967404265152)"
ndcg,"(0.013896926533654028, 0.01719563202256699)","(0.03062746264670002, 0.04453332022496715)","(0.03916345909884046, 0.03962689639409205)","(0.046415695655735445, 0.03925122267912357)"
