,Top 50,Top 100,Top 200,Top N
precision,0.027210884353741496,0.04421768707482993,0.10204081632653061,0.030612244897959183
recall,0.16,0.13,0.15,0.15254237288135594
f1,0.046511627906976744,0.06598984771573604,0.12145748987854249,0.050991501416430586
ndcg,0.09242365963619716,0.09290077587915736,0.12717857516446976,0.09146227043342633
