,Top 50,Top 100,Top 200,Top N
precision,0.022988505747126436,0.034482758620689655,0.04597701149425287,0.04597701149425287
recall,0.04,0.03,0.02,0.03125
f1,0.0291970802919708,0.03208556149732621,0.02787456445993031,0.037209302325581395
ndcg,0.02374268128899006,0.02362881365013147,0.031711838704374676,0.031711838704374676
