,Top 50,Top 100,Top 200,Top N
precision,0.040955631399317405,0.06825938566552901,0.08873720136518772,0.07167235494880546
recall,0.24,0.2,0.13,0.1926605504587156
f1,0.06997084548104957,0.10178117048346057,0.1054766734279919,0.1044776119402985
ndcg,0.1434925711987834,0.16393419661347974,0.12589490083633473,0.16014759012342786
