,Top 50,Top 100,Top 200,Top N
precision,"(0.008333333333333333, 0.016666666666666666)","(0.008333333333333333, 0.016666666666666666)","(0.010416666666666668, 0.020833333333333336)","(0.01875, 0.0375)"
recall,"(0.016, 0.032)","(0.008, 0.016)","(0.005, 0.01)","(0.003550295857988166, 0.007100591715976332)"
f1,"(0.010958904109589041, 0.021917808219178082)","(0.008163265306122448, 0.016326530612244896)","(0.006756756756756757, 0.013513513513513514)","(0.005970149253731343, 0.011940298507462687)"
ndcg,"(0.015409008337702899, 0.030818016675405794)","(0.009491589601546946, 0.01898317920309389)","(0.011258557279112574, 0.022517114558225148)","(0.01771962882284188, 0.03543925764568376)"
