,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.01818181818181818, 0.03636363636363636)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.001895734597156398, 0.0037914691943127963)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.017861124069367445, 0.03572224813873489)","(0.0, 0.0)"
