,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.025, 0.05)","(0.025, 0.05)","(0.025, 0.05)"
recall,"(0.0, 0.0)","(0.004, 0.008)","(0.002, 0.004)","(0.0036363636363636364, 0.007272727272727273)"
f1,"(0.0, 0.0)","(0.006896551724137933, 0.013793103448275865)","(0.0037037037037037034, 0.007407407407407407)","(0.006349206349206349, 0.012698412698412698)"
ndcg,"(0.0, 0.0)","(0.03393828332420297, 0.06787656664840594)","(0.03393828332420297, 0.06787656664840594)","(0.03393828332420297, 0.06787656664840594)"
