,Top 50,Top 100,Top 200,Top N
precision,"(0.0034482758620689655, 0.006896551724137931)","(0.006896551724137931, 0.013793103448275862)","(0.006896551724137931, 0.013793103448275862)","(0.013793103448275862, 0.027586206896551724)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.0026936026936026933, 0.005387205387205387)"
f1,"(0.0037037037037037043, 0.007407407407407409)","(0.005063291139240506, 0.010126582278481013)","(0.00310077519379845, 0.0062015503875969)","(0.004507042253521126, 0.009014084507042252)"
ndcg,"(0.003225599452008976, 0.006451198904017952)","(0.005498505591086023, 0.010997011182172046)","(0.005498505591086023, 0.010997011182172046)","(0.011178105420644922, 0.022356210841289845)"
