,Top 50,Top 100,Top 200,Top N
precision,"(0.0064516129032258064, 0.012903225806451613)","(0.0064516129032258064, 0.012903225806451613)","(0.012903225806451613, 0.025806451612903226)","(0.012903225806451613, 0.025806451612903226)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.002564102564102564, 0.005128205128205128)"
f1,"(0.0049382716049382715, 0.009876543209876543)","(0.0030534351145038168, 0.0061068702290076335)","(0.003463203463203463, 0.006926406926406926)","(0.0042780748663101605, 0.008556149732620321)"
ndcg,"(0.004397693755796537, 0.008795387511593073)","(0.004397693755796537, 0.008795387511593073)","(0.009188419237215422, 0.018376838474430845)","(0.009188419237215422, 0.018376838474430845)"
