,Top 50,Top 100,Top 200,Top N
precision,"(0.002758620689655172, 0.005517241379310344)","(0.002758620689655172, 0.005517241379310344)","(0.006896551724137931, 0.013793103448275862)","(0.013793103448275862, 0.027586206896551724)"
recall,"(0.008, 0.016)","(0.004, 0.008)","(0.005, 0.01)","(0.0025839793281653744, 0.005167958656330749)"
f1,"(0.0041025641025641026, 0.008205128205128205)","(0.0032653061224489793, 0.0065306122448979586)","(0.005797101449275362, 0.011594202898550725)","(0.004352557127312295, 0.00870511425462459)"
ndcg,"(0.005959882850904895, 0.01191976570180979)","(0.003671148775724517, 0.007342297551449034)","(0.006211693707224112, 0.012423387414448223)","(0.011535926601406189, 0.023071853202812378)"
