,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.017391304347826087, 0.034782608695652174)","(0.017391304347826087, 0.034782608695652174)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.003125, 0.00625)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0035874439461883413, 0.0071748878923766825)","(0.005298013245033113, 0.010596026490066225)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.017712909582515035, 0.03542581916503007)","(0.017712909582515035, 0.03542581916503007)"
