,Top 50,Top 100,Top 200,Top N
precision,"(0.013793103448275862, 0.027586206896551724)","(0.017241379310344827, 0.034482758620689655)","(0.03103448275862069, 0.06206896551724138)","(0.034482758620689655, 0.06896551724137931)"
recall,"(0.016, 0.032)","(0.01, 0.02)","(0.009, 0.018)","(0.006734006734006734, 0.013468013468013467)"
f1,"(0.014814814814814817, 0.029629629629629638)","(0.012658227848101269, 0.025316455696202538)","(0.013953488372093023, 0.027906976744186046)","(0.011267605633802818, 0.022535211267605635)"
ndcg,"(0.014376755930189274, 0.028753511860378552)","(0.015228396974884595, 0.03045679394976919)","(0.026321155414982634, 0.05264231082996527)","(0.030182463551750617, 0.060364927103501234)"
