,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.032)","(0.032, 0.064)","(0.032, 0.064)","(0.032, 0.064)"
recall,"(0.008, 0.016)","(0.008, 0.016)","(0.004, 0.008)","(0.00583941605839416, 0.01167883211678832)"
f1,"(0.010666666666666668, 0.021333333333333336)","(0.0128, 0.0256)","(0.0071111111111111115, 0.014222222222222225)","(0.009876543209876543, 0.019753086419753086)"
ndcg,"(0.01186654345541316, 0.02373308691082632)","(0.022293908237194827, 0.044587816474389655)","(0.022293908237194827, 0.044587816474389655)","(0.022293908237194827, 0.044587816474389655)"
