,Top 50,Top 100,Top 200,Top N
precision,"(0.00392156862745098, 0.00784313725490196)","(0.00392156862745098, 0.00784313725490196)","(0.00784313725490196, 0.01568627450980392)","(0.00784313725490196, 0.01568627450980392)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.0014925373134328358, 0.0029850746268656717)"
f1,"(0.00396039603960396, 0.00792079207920792)","(0.002649006622516556, 0.005298013245033112)","(0.0031872509960159364, 0.006374501992031873)","(0.002507836990595611, 0.005015673981191222)"
ndcg,"(0.0029766273568185607, 0.0059532547136371215)","(0.0028604645753857196, 0.005720929150771439)","(0.005589953256704712, 0.011179906513409424)","(0.005589953256704712, 0.011179906513409424)"
