,Top 50,Top 100,Top 200,Top N
precision,"(0.0125, 0.025)","(0.0125, 0.025)","(0.025, 0.05)","(0.0125, 0.025)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.0023809523809523807, 0.0047619047619047615)"
f1,"(0.006060606060606061, 0.012121212121212121)","(0.0034482758620689663, 0.006896551724137933)","(0.0037037037037037034, 0.007407407407407407)","(0.004, 0.008)"
ndcg,"(0.011667450778667234, 0.02333490155733447)","(0.011667450778667234, 0.02333490155733447)","(0.021135675325987136, 0.042271350651974265)","(0.011667450778667234, 0.02333490155733447)"
