,Top 50,Top 100,Top 200,Top N
precision,"(0.00625, 0.0125)","(0.00625, 0.0125)","(0.0125, 0.025)","(0.0125, 0.025)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.00245398773006135, 0.0049079754601227)"
f1,"(0.004878048780487804, 0.009756097560975608)","(0.0030303030303030303, 0.006060606060606061)","(0.0034482758620689663, 0.006896551724137933)","(0.0041025641025641026, 0.008205128205128205)"
ndcg,"(0.0043064997661729325, 0.008612999532345865)","(0.0043064997661729325, 0.008612999532345865)","(0.017506114274447076, 0.03501222854889415)","(0.017506114274447076, 0.03501222854889415)"
