,Top 50,Top 100,Top 200,Top N
precision,"(0.01818181818181818, 0.03636363636363636)","(0.01818181818181818, 0.03636363636363636)","(0.01818181818181818, 0.03636363636363636)","(0.01818181818181818, 0.03636363636363636)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.003389830508474576, 0.006779661016949152)"
f1,"(0.006557377049180327, 0.013114754098360654)","(0.0036036036036036037, 0.007207207207207207)","(0.001895734597156398, 0.0037914691943127963)","(0.005714285714285715, 0.01142857142857143)"
ndcg,"(0.01477271201339116, 0.029545424026782324)","(0.01477271201339116, 0.029545424026782324)","(0.01477271201339116, 0.029545424026782324)","(0.01477271201339116, 0.029545424026782324)"
