,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.014285714285714285, 0.02857142857142857)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0018691588785046728, 0.0037383177570093455)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.008277887089920506, 0.016555774179841012)","(0.0, 0.0)"
