,Top 50,Top 100,Top 200,Top N
precision,"(0.0125, 0.025)","(0.0125, 0.025)","(0.0125, 0.025)","(0.0125, 0.025)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.002352941176470588, 0.004705882352941176)"
f1,"(0.006060606060606061, 0.012121212121212121)","(0.0034482758620689663, 0.006896551724137933)","(0.0018518518518518517, 0.0037037037037037034)","(0.0039603960396039604, 0.007920792079207921)"
ndcg,"(0.013573570269226976, 0.02714714053845395)","(0.013573570269226976, 0.02714714053845395)","(0.013573570269226976, 0.02714714053845395)","(0.013573570269226976, 0.02714714053845395)"
