,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.025, 0.05)","(0.0375, 0.075)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.004, 0.008)","(0.003, 0.006)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.006896551724137933, 0.013793103448275865)","(0.005555555555555555, 0.01111111111111111)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.01807122480390085, 0.0361424496078017)","(0.02973867558256808, 0.05947735116513615)","(0.0, 0.0)"
