,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.012, 0.016)","(0.01, 0.012649110640673518)","(0.007000000000000001, 0.006782329983125268)"
recall,"(0.02222222222222222, 0.04444444444444444)","(0.06444444444444444, 0.08788319970348972)","(0.10444444444444442, 0.13026089679780306)","(0.1488888888888889, 0.14326010187809954)"
f1,"(0.011764705882352941, 0.023529411764705882)","(0.020225988700564974, 0.027063031489499487)","(0.018248540450375314, 0.02305145747215054)","(0.013369788106630209, 0.012948361377167936)"
ndcg,"(0.012032358913693914, 0.024064717827387828)","(0.030237851542196537, 0.04207512294734912)","(0.04432429658365576, 0.05433474272351971)","(0.05706907524466186, 0.05882295535900189)"
