,Top 25,Top 50,Top 100,Top 200
precision,"(0.08800000000000001, 0.0530659966456864)","(0.068, 0.03249615361854384)","(0.05600000000000001, 0.01019803902718557)","(0.040999999999999995, 0.0037416573867739395)"
recall,"(0.01819604389649099, 0.010993559972520158)","(0.028127399178069817, 0.013539900714447379)","(0.046214379262069276, 0.00844471103399123)","(0.06763469267940206, 0.005936656446094597)"
f1,"(0.03015639510409738, 0.018213665617624004)","(0.039794081647346824, 0.019115268052555562)","(0.05063833887363299, 0.009238072995725348)","(0.05105181304541321, 0.004590681246146494)"
ndcg,"(0.1305028859393542, 0.07303052284710745)","(0.09966827675716741, 0.04931722408771292)","(0.07862043308964498, 0.024695555436048358)","(0.08226935859509596, 0.014258707600872328)"
