,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.006, 0.008)","(0.008, 0.005099019513592784)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.03305322128851541, 0.046142880183695244)","(0.08167477517322717, 0.05046885594942815)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.01014339196157378, 0.01362046299769303)","(0.01456289371862141, 0.009246330185704494)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.012962300843577166, 0.016882920997124327)","(0.03184322800932276, 0.020551047519250742)"
