,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.006, 0.004898979485566357)","(0.004, 0.0037416573867739412)"
recall,"(0.019523809523809523, 0.023923536546819942)","(0.019523809523809523, 0.023923536546819942)","(0.029523809523809525, 0.02412176217507417)","(0.03952380952380953, 0.037301249576316454)"
f1,"(0.017584541062801932, 0.021538743641496074)","(0.011348088531187123, 0.01389909578747551)","(0.009972451790633607, 0.008142628127564545)","(0.0072645002056766755, 0.006800834203728944)"
ndcg,"(0.045778197023202336, 0.05872008681334553)","(0.045778197023202336, 0.05872008681334553)","(0.050444838720664686, 0.05574852364117428)","(0.05467584395453438, 0.05431468135315337)"
