,Top 25,Top 50,Top 100,Top 200
precision,"(0.13599999999999998, 0.04079215610874228)","(0.088, 0.020396078054371138)","(0.06, 0.01264911064067352)","(0.04, 0.010488088481701513)"
recall,"(0.025166687629117855, 0.007565992069842307)","(0.032564351110937625, 0.0075842872474088585)","(0.044363045077944176, 0.009239621959029502)","(0.05914747879539637, 0.015324968871374725)"
f1,"(0.04247288805467519, 0.012763725265878182)","(0.04753613277332443, 0.011055139759576522)","(0.05100830014267928, 0.010676834531234039)","(0.047723150515546896, 0.012451565312722394)"
ndcg,"(0.09875335539599162, 0.03345700580777101)","(0.07789350866982041, 0.02102323917512211)","(0.06019714633480307, 0.01389904477219235)","(0.05732193031394661, 0.013608629807084745)"
