,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.024, 0.014966629547095765)","(0.018, 0.0074833147735478825)","(0.015, 0.00447213595499958)"
recall,"(0.09272727272727273, 0.05761083461001767)","(0.11090909090909092, 0.06764027359177555)","(0.16545454545454547, 0.06615783781331)","(0.27999999999999997, 0.09025217197084259)"
f1,"(0.05587301587301587, 0.03514215453621499)","(0.039453551912568295, 0.024507206759130273)","(0.032465192465192465, 0.013448542097520763)","(0.028472128187768, 0.008518564664136708)"
ndcg,"(0.0564723078386876, 0.04079669830742114)","(0.06426501849608532, 0.04306204228880155)","(0.08472988620427897, 0.03929185588761632)","(0.1209787347657256, 0.01661215645752431)"
