,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.012, 0.016)","(0.014000000000000002, 0.010198039027185569)","(0.008, 0.005999999999999999)"
recall,"(0.08, 0.16)","(0.11333333333333333, 0.15719768163402129)","(0.2533333333333333, 0.20286832072937253)","(0.2866666666666666, 0.22568414506414342)"
f1,"(0.026666666666666665, 0.05333333333333333)","(0.021688311688311687, 0.029027063520039198)","(0.02652291105121294, 0.01941120050553488)","(0.015562396400663033, 0.011683728411459662)"
ndcg,"(0.03660954276404747, 0.07321908552809495)","(0.04906749242677015, 0.07120166320323296)","(0.09013355079553567, 0.07917696293589901)","(0.09909306088069683, 0.08240964281397896)"
