,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.012, 0.016)","(0.006, 0.008)","(0.006, 0.0058309518948453)"
recall,"(0.06944444444444445, 0.09043789220055391)","(0.06944444444444445, 0.09043789220055391)","(0.06944444444444445, 0.09043789220055391)","(0.1388888888888889, 0.1337954953199144)"
f1,"(0.035650623885918005, 0.04724212127908006)","(0.02045587375803624, 0.027178032072036312)","(0.011043153244988108, 0.014696035855874557)","(0.011501656238498343, 0.011172394150776649)"
ndcg,"(0.1272570965504583, 0.16122025600866155)","(0.1272570965504583, 0.16122025600866155)","(0.1272570965504583, 0.16122025600866155)","(0.14704856146486528, 0.17188373120353054)"
