,Top 25,Top 50,Top 100,Top 200
precision,"(0.055999999999999994, 0.019595917942265423)","(0.032, 0.009797958971132711)","(0.022, 0.0116619037896906)","(0.014000000000000002, 0.004898979485566356)"
recall,"(0.33999999999999997, 0.1319090595827292)","(0.39, 0.13564659966250536)","(0.54, 0.3023243291566195)","(0.67, 0.24617067250182342)"
f1,"(0.09609195402298853, 0.034171777795056646)","(0.05912457912457912, 0.018310555581799153)","(0.042271062271062275, 0.02246451788922307)","(0.02742228598756576, 0.00960015465487083)"
ndcg,"(0.27074646242773825, 0.1388619654195672)","(0.2845802681402004, 0.12407288697571686)","(0.3220749159717339, 0.14548964857646735)","(0.35131872045425006, 0.14061820296696)"
