,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.02, 0.012649110640673518)","(0.01, 0.006324555320336759)","(0.005, 0.0031622776601683794)"
recall,"(0.21000000000000002, 0.128062484748657)","(0.21000000000000002, 0.128062484748657)","(0.21000000000000002, 0.128062484748657)","(0.21000000000000002, 0.128062484748657)"
f1,"(0.0671264367816092, 0.042173727983332875)","(0.036498316498316495, 0.02299996032147492)","(0.019084249084249084, 0.012046994795035898)","(0.009765662362505978, 0.006170327526916456)"
ndcg,"(0.12783047733548206, 0.07839665958762791)","(0.12783047733548206, 0.07839665958762791)","(0.12783047733548206, 0.07839665958762791)","(0.12783047733548206, 0.07839665958762791)"
