,Top 25,Top 50,Top 100,Top 200
precision,"(0.17600000000000002, 0.04079215610874228)","(0.10399999999999998, 0.014966629547095761)","(0.064, 0.01019803902718557)","(0.032, 0.005099019513592785)"
recall,"(0.55, 0.1274754878398196)","(0.65, 0.09354143466934853)","(0.8, 0.1274754878398196)","(0.8, 0.1274754878398196)"
f1,"(0.26666666666666666, 0.061806297134457996)","(0.1793103448275862, 0.025804533701889242)","(0.11851851851851851, 0.018885257457751055)","(0.06153846153846154, 0.009805806756909206)"
ndcg,"(0.4505710299599442, 0.15397409421187583)","(0.4912501720728845, 0.14647593740082307)","(0.5415906830675935, 0.13190088520294652)","(0.5415906830675935, 0.13190088520294652)"
