,Top 25,Top 50,Top 100,Top 200
precision,"(0.15199999999999997, 0.058787753826796275)","(0.07999999999999999, 0.0282842712474619)","(0.048, 0.014696938456699067)","(0.027000000000000003, 0.006000000000000001)"
recall,"(0.24666666666666667, 0.09629959039949813)","(0.25916666666666666, 0.0917575307233387)","(0.31, 0.09027735042633894)","(0.35, 0.07582875444051551)"
f1,"(0.18804878048780488, 0.07292805284885917)","(0.12223776223776224, 0.04319583180655635)","(0.0831184407796102, 0.025268236120125964)","(0.05012919896640826, 0.011111712020287132)"
ndcg,"(0.18959435395146224, 0.08365626150651503)","(0.19570809308887474, 0.07926864928552826)","(0.2176955860711153, 0.07544144494774666)","(0.23214855366594644, 0.07280425282238985)"
