,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)"
recall,"(0.08888888888888888, 0.08314794192830981)","(0.08888888888888888, 0.08314794192830981)","(0.08888888888888888, 0.08314794192830981)","(0.08888888888888888, 0.08314794192830981)"
f1,"(0.047058823529411764, 0.04401949866792872)","(0.027118644067796616, 0.025367168723891137)","(0.014678899082568808, 0.013730852795500705)","(0.007655502392344497, 0.007161066768945342)"
ndcg,"(0.12311012341888812, 0.12210996576974122)","(0.12311012341888812, 0.12210996576974122)","(0.12311012341888812, 0.12210996576974122)","(0.12311012341888812, 0.12210996576974122)"
