,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.06666666666666667, 0.13333333333333333)","(0.06666666666666667, 0.13333333333333333)"
f1,"(0.012903225806451613, 0.025806451612903226)","(0.007142857142857143, 0.014285714285714285)","(0.007547169811320755, 0.015094339622641508)","(0.003883495145631068, 0.007766990291262136)"
ndcg,"(0.02606475318207413, 0.052129506364148266)","(0.02606475318207413, 0.052129506364148266)","(0.03548242970333477, 0.07096485940666954)","(0.03548242970333477, 0.07096485940666954)"
