,Top 25,Top 50,Top 100,Top 200
precision,"(0.10400000000000001, 0.032)","(0.052000000000000005, 0.016)","(0.032, 0.009797958971132713)","(0.017, 0.005099019513592785)"
recall,"(0.5, 0.15491933384829668)","(0.5, 0.15491933384829668)","(0.62, 0.20396078054371142)","(0.66, 0.21540659228538017)"
f1,"(0.17204301075268816, 0.05274738827270844)","(0.09415584415584415, 0.02890595191882248)","(0.060844564240790655, 0.018686018253250725)","(0.033142315889178306, 0.009960607864691624)"
ndcg,"(0.333774782551201, 0.12867840069793812)","(0.333774782551201, 0.12867840069793812)","(0.36634886222566, 0.13857488329713338)","(0.3752397876906195, 0.1312166607092256)"
