,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.02, 0.012649110640673518)","(0.014000000000000002, 0.008)","(0.01, 0.005477225575051661)"
recall,"(0.1, 0.09354143466934854)","(0.125, 0.07905694150420949)","(0.175, 0.1)","(0.25, 0.13693063937629152)"
f1,"(0.048484848484848485, 0.04535342286998717)","(0.03448275862068966, 0.021808811449437103)","(0.025925925925925925, 0.014814814814814814)","(0.01923076923076923, 0.010533126105868578)"
ndcg,"(0.1424302590963182, 0.13360927500814174)","(0.15237402519979668, 0.12415460499095775)","(0.1687386434711476, 0.11748480576688348)","(0.18977494105502807, 0.1286812658467519)"
