,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.002, 0.0024494897427831783)"
recall,"(0.04722222222222222, 0.05800170282728083)","(0.04722222222222222, 0.05800170282728083)","(0.04722222222222222, 0.05800170282728083)","(0.04722222222222222, 0.05800170282728083)"
f1,"(0.023885918003565064, 0.029259585780653394)","(0.013676212741087084, 0.016750891051009104)","(0.007373428474345906, 0.009030728520954025)","(0.003836952521163048, 0.0046993104425482645)"
ndcg,"(0.021156438641239343, 0.025951220734301724)","(0.021156438641239343, 0.025951220734301724)","(0.021156438641239343, 0.025951220734301724)","(0.021156438641239343, 0.025951220734301724)"
