,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.039999999999999994, 0.04195235392680606)","(0.032, 0.017204650534085254)","(0.024, 0.004898979485566355)"
recall,"(0.04, 0.048989794855663564)","(0.19818181818181818, 0.2106581579339671)","(0.3145454545454546, 0.17699045125291574)","(0.46545454545454545, 0.11065544767056681)"
f1,"(0.022857142857142857, 0.027994168488950602)","(0.06655737704918033, 0.06997301365719458)","(0.05808353808353809, 0.03136892456294083)","(0.04564206725344166, 0.009390587041042384)"
ndcg,"(0.056742510899406386, 0.08531052404881637)","(0.1253173760731173, 0.11353975077280366)","(0.16837747350354262, 0.11342556064289547)","(0.21500931558545475, 0.10423590742614602)"
