,Top 25,Top 50,Top 100,Top 200
precision,"(0.07200000000000001, 0.039191835884530846)","(0.04, 0.021908902300206645)","(0.02, 0.010954451150103323)","(0.01, 0.005477225575051661)"
recall,"(0.3133333333333333, 0.16812693617224658)","(0.3466666666666667, 0.18451136670797397)","(0.3466666666666667, 0.18451136670797397)","(0.3466666666666667, 0.18451136670797397)"
f1,"(0.11698924731182796, 0.06341132901155136)","(0.07168831168831169, 0.03912648853280956)","(0.037807726864330635, 0.02066927567390327)","(0.019436419606914515, 0.010635456952017636)"
ndcg,"(0.2111442414959967, 0.15342446705998367)","(0.22186749181718862, 0.16545670841583884)","(0.22186749181718862, 0.16545670841583884)","(0.22186749181718862, 0.16545670841583884)"
