,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.003669724770642202, 0.007339449541284405)","(0.0019138755980861242, 0.003827751196172249)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.00816855409688281, 0.016337108193765625)","(0.00816855409688281, 0.016337108193765625)"
