,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.004, 0.0037416573867739412)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.13333333333333333, 0.1247219128924647)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.014285714285714285, 0.01749635530559413)","(0.007547169811320755, 0.009243357519936522)","(0.007766990291262136, 0.007265354149075615)"
ndcg,"(0.02955472057968876, 0.03653915642481672)","(0.02955472057968876, 0.03653915642481672)","(0.02955472057968876, 0.03653915642481672)","(0.04607693886567863, 0.0459703789980173)"
