,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.012, 0.009797958971132711)","(0.006, 0.004898979485566356)","(0.003, 0.002449489742783178)"
recall,"(0.06666666666666667, 0.05443310539518174)","(0.06666666666666667, 0.05443310539518174)","(0.06666666666666667, 0.05443310539518174)","(0.06666666666666667, 0.05443310539518174)"
f1,"(0.03529411764705882, 0.02881752638568445)","(0.020338983050847463, 0.016606710120563924)","(0.011009174311926606, 0.008988953184525425)","(0.005741626794258372, 0.004688018646474982)"
ndcg,"(0.10968792306009319, 0.1062770984796011)","(0.10968792306009319, 0.1062770984796011)","(0.10968792306009319, 0.1062770984796011)","(0.10968792306009319, 0.1062770984796011)"
