,Top 25,Top 50,Top 100,Top 200
precision,"(0.12, 0.0)","(0.068, 0.009797958971132713)","(0.034, 0.004898979485566357)","(0.017, 0.0024494897427831783)"
recall,"(0.75, 0.0)","(0.85, 0.1224744871391589)","(0.85, 0.1224744871391589)","(0.85, 0.1224744871391589)"
f1,"(0.20689655172413796, 2.7755575615628914e-17)","(0.1259259259259259, 0.018144368465060578)","(0.06538461538461539, 0.00942111439531992)","(0.03333333333333334, 0.004802921064280741)"
ndcg,"(0.7809011678203637, 0.03957542653522891)","(0.8124278739543147, 0.03159737271571033)","(0.8124278739543147, 0.03159737271571033)","(0.8124278739543147, 0.03159737271571033)"
