,Top 25,Top 50,Top 100,Top 200
precision,"(0.055999999999999994, 0.040792156108742275)","(0.027999999999999997, 0.020396078054371138)","(0.013999999999999999, 0.010198039027185569)","(0.008, 0.005099019513592784)"
recall,"(0.2095238095238095, 0.15238095238095237)","(0.2095238095238095, 0.15238095238095237)","(0.2095238095238095, 0.15238095238095237)","(0.23809523809523808, 0.15058465048420852)"
f1,"(0.08830645161290322, 0.06423071950230325)","(0.049373433583959896, 0.03593324254240156)","(0.026238758596367484, 0.019103729714548795)","(0.01547769804418179, 0.009860605056811893)"
ndcg,"(0.21239788170458684, 0.1968132679194505)","(0.21239788170458684, 0.1968132679194505)","(0.21239788170458684, 0.1968132679194505)","(0.21966031454577056, 0.19350367276211283)"
