,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.008, 0.009797958971132713)","(0.006, 0.008)","(0.005, 0.005477225575051661)"
recall,"(0.026666666666666665, 0.032659863237109045)","(0.026666666666666665, 0.032659863237109045)","(0.04, 0.05333333333333333)","(0.06666666666666668, 0.07302967433402216)"
f1,"(0.02, 0.024494897427831782)","(0.012307692307692308, 0.015073783032511865)","(0.010434782608695653, 0.013913043478260868)","(0.009302325581395349, 0.010190187116375182)"
ndcg,"(0.01804626830091769, 0.022261234990628084)","(0.01804626830091769, 0.022261234990628084)","(0.02394831303546306, 0.031686323398884574)","(0.03326881612712033, 0.03772964051946227)"
