,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.047999999999999994)","(0.05600000000000001, 0.014966629547095767)","(0.066, 0.00489897948556636)","(0.065, 0.012247448713915891)"
recall,"(0.01175141242937853, 0.010113783386193329)","(0.023502587475668232, 0.0061702302565049515)","(0.055465270854104354, 0.004136947875234089)","(0.10927811802687178, 0.020637021477850428)"
f1,"(0.019426091150229082, 0.016706943586105045)","(0.03310907795070691, 0.008737968888454226)","(0.060274962773391824, 0.004480432658200153)","(0.08151320458981488, 0.01536885150894066)"
ndcg,"(0.09861235352249374, 0.08781896676799245)","(0.08260704752138266, 0.05020497956740537)","(0.07984090378659779, 0.025034562774706805)","(0.1081246774912199, 0.014919910822422104)"
