,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.02, 0.012649110640673518)","(0.01, 0.006324555320336759)","(0.005, 0.0031622776601683794)"
recall,"(0.15238095238095237, 0.10605265453009564)","(0.15238095238095237, 0.10605265453009564)","(0.15238095238095237, 0.10605265453009564)","(0.15238095238095237, 0.10605265453009564)"
f1,"(0.06330645161290323, 0.0408155351358857)","(0.035338345864661655, 0.022589783136328315)","(0.018762123082348793, 0.011933435927381612)","(0.00968059659490643, 0.00614038796163325)"
ndcg,"(0.10012038634057559, 0.06194914146899299)","(0.10012038634057559, 0.06194914146899299)","(0.10012038634057559, 0.06194914146899299)","(0.10012038634057559, 0.06194914146899299)"
