,Top 25,Top 50,Top 100,Top 200
precision,"(0.10400000000000001, 0.032)","(0.05600000000000001, 0.0233238075793812)","(0.028000000000000004, 0.0116619037896906)","(0.016, 0.0058309518948453)"
recall,"(0.5, 0.15491933384829668)","(0.5399999999999999, 0.233238075793812)","(0.5399999999999999, 0.233238075793812)","(0.6133333333333333, 0.22070593809662464)"
f1,"(0.17204301075268816, 0.05274738827270844)","(0.10142857142857142, 0.04234722224949673)","(0.05322551662174303, 0.022195699434679594)","(0.0311816244376036, 0.011351699483202816)"
ndcg,"(0.30902482913451573, 0.10944979787242005)","(0.3224718436717839, 0.11967050586924441)","(0.3224718436717839, 0.11967050586924441)","(0.34087113927108875, 0.10123367083917628)"
