,Top 50,Top 100,Top 200,Top N
precision,0.0,0.0,0.0,0.0024752475247524753
recall,0.0,0.0,0.0,0.125
f1,0.0,0.0,0.0,0.0048543689320388345
ndcg,0.0,0.0,0.0,0.030847903688120477
