,Top 50,Top 100,Top 200,Top N
precision,0.12,0.12,0.095,0.1125
recall,0.008658008658008658,0.017316017316017316,0.027417027417027416,0.025974025974025976
f1,0.016150740242261104,0.030264817150063055,0.0425531914893617,0.042203985932004695
ndcg,0.12275997343475861,0.12196784717304746,0.10133112173350899,0.11521130419132421
