,Top 25,Top 50,Top 100,Top 200
precision,0.0,0.02,0.02,0.01
recall,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523
f1,0.0,0.028169014084507043,0.03305785123966942,0.01809954751131222
ndcg,0.0,0.024072780004362384,0.04397112264395653,0.04397112264395653
