,Top 50,Top 100,Top 200,Top N
precision,0.08,0.07,0.08,0.17391304347826086
recall,0.012861736334405145,0.022508038585209004,0.05144694533762058,0.012861736334405145
f1,0.0221606648199446,0.03406326034063261,0.06262230919765166,0.02395209580838323
ndcg,0.18568687228503522,0.13670938041197003,0.11825557784736833,0.31088249555326397
