,Top 25,Top 50,Top 100,Top 200
precision,0.0,0.02,0.01,0.01
recall,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714
f1,0.0,0.023529411764705885,0.014814814814814817,0.01702127659574468
ndcg,0.0,0.016763013602108186,0.016763013602108186,0.028061961859772448
