,Top 25,Top 50,Top 100,Top 200
precision,0.16,0.18,0.12,0.08
recall,0.008146639511201629,0.018329938900203666,0.024439918533604887,0.032586558044806514
f1,0.015503875968992248,0.033271719038817,0.04060913705583757,0.04630969609261939
ndcg,0.1549923101985497,0.17157542784840535,0.12892481814508966,0.09318038778632187
