,Top 50,Top 100,Top 200,Top N
precision,0.0,0.01,0.01,0.0
recall,0.0,0.012048192771084338,0.024096385542168676,0.0
f1,0.0,0.010928961748633882,0.014134275618374558,0.0
ndcg,0.0,0.008341653548136983,0.015373743675489085,0.0
