,Top 25,Top 50,Top 100,Top 200
precision,0.037 +/- 0.024,0.034 +/- 0.018,0.025 +/- 0.012,0.015 +/- 0.007
recall,0.041 +/- 0.032,0.077 +/- 0.059,0.11 +/- 0.081,0.126 +/- 0.089
f1,0.03 +/- 0.021,0.034 +/- 0.021,0.031 +/- 0.017,0.023 +/- 0.011
ndcg,0.051 +/- 0.033,0.062 +/- 0.039,0.067 +/- 0.042,0.07 +/- 0.044
