,Top 25,Top 50,Top 100,Top 200
precision,0.037 +/- 0.022,0.032 +/- 0.016,0.023 +/- 0.011,0.014 +/- 0.006
recall,0.045 +/- 0.032,0.068 +/- 0.053,0.104 +/- 0.078,0.122 +/- 0.081
f1,0.031 +/- 0.02,0.031 +/- 0.019,0.029 +/- 0.016,0.021 +/- 0.01
ndcg,0.051 +/- 0.032,0.058 +/- 0.036,0.064 +/- 0.04,0.068 +/- 0.041
