,Top 25,Top 50,Top 100,Top 200
precision,0.026 +/- 0.021,0.019 +/- 0.013,0.014 +/- 0.008,0.009 +/- 0.005
recall,0.041 +/- 0.037,0.055 +/- 0.047,0.079 +/- 0.059,0.105 +/- 0.069
f1,0.026 +/- 0.022,0.023 +/- 0.017,0.02 +/- 0.013,0.015 +/- 0.008
ndcg,0.043 +/- 0.039,0.046 +/- 0.039,0.052 +/- 0.041,0.059 +/- 0.043
