,Top 25,Top 50,Top 100,Top 200
precision,0.68,0.66,0.62,0.515
recall,0.007545494895694629,0.014647137150466045,0.027518863737239236,0.04571682201509099
f1,0.014925373134328358,0.028658271819366043,0.05269868253293667,0.08397880146759071
ndcg,0.7047974716801546,0.6803304532449084,0.64189143593872,0.5492518062337695
