,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)","(0.015384615384615385, 0.018842228790639834)"
recall,"(0.15333333333333332, 0.1484737163421339)","(0.15333333333333332, 0.1484737163421339)","(0.15333333333333332, 0.1484737163421339)","(0.07333333333333333, 0.09043106644167026)"
f1,"(0.028961038961038958, 0.027178563477496132)","(0.015202156334231807, 0.014244505936463184)","(0.0077954061094009, 0.007298287565687203)","(0.025403225806451612, 0.03111900222834635)"
ndcg,"(0.10752828348099797, 0.14898905385492772)","(0.10752828348099797, 0.14898905385492772)","(0.10752828348099797, 0.14898905385492772)","(0.08234560728884725, 0.13144712987601045)"
